Extraction sheet name,Data file (doi),LSR no.,Extraction sheet dimension,Variable to extract,Understandable label for database,Class ID,Class  label,Class definition,Parent class,Ontology spreadsheet,Organised under,COMBO or not?,COMBO
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,state,Severity of condition,GMHO:0000087,symptom severity,A data item that is about the location on the dimension of a symptom.,data item,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,sample_n,Number of intervention participants,BCIO:015095,intervention population,A human population who are exposed to an intervention.,human population,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,randomized_n,Number of intervention participants randomly acllocated to an arm,GMHO:0000154,number of randomised intervention participants,Number of intervention participants who were randomly allocated to study arms within an intervention.,number of intervention participants,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,age_mean,Mean age,BCIO:015416,mean human age population statistic,The mean of human age in a population.,human age population statistic,Intervention population,Population,No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,female_n,Number of female participants,GMHO:0000213,number of female biological sex,The number of female biological sex in a population.,female biological sex population statistic,Intervention population,Population,No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,duration_weeks,Intervention duration (weeks),GMHO:0000005,intervention duration,A temporal interval between the start and end of an intervention.,one-dimensional temporal region,Intervention content and delivery,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,response_e,Number of participants who had a response to treatments,GMHO:0000076,positive intervention outcome,An intervention outcome that is positively influenced by the intervention. ,intervention outcome,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,response_e,Number of participants who had a response to treatments,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,response_e,Number of participants who had a response to treatments,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,response_n,Number of participants for whom a response to treatment was measured,GMHO:0000076,positive intervention outcome,An intervention outcome that is positively influenced by the intervention. ,intervention outcome,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,response_n,Number of participants for whom a response to treatment was measured,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,response_n,Number of participants for whom a response to treatment was measured,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,relapse_e,Number of participants who relapsed based on study criteria,ADDICTO:0001308,relapsed,A health status in which the symptoms of a person suffering from a disorder have reverted from a desired level to an undesired level.,health status,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,relapse_e,Number of participants who relapsed based on study criteria,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,relapse_e,Number of participants who relapsed based on study criteria,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,relapse_n,Number of participants for whom relapse was measured,ADDICTO:0001308,relapsed,A health status in which the symptoms of a person suffering from a disorder have reverted from a desired level to an undesired level.,health status,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,relapse_n,Number of participants for whom relapse was measured,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,relapse_n,Number of participants for whom relapse was measured,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_any_e,Number of participants who dropped out of study,GMHO:0000075,number of participant drop-out from intervention,Number of intervention participants who withdraw from or cannot complete an intervention.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_any_n,Number of participants for whom drop out was assessed,GMHO:0000075,number of participant drop-out from intervention,Number of intervention participants who withdraw from or cannot complete an intervention.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_any_n,Number of participants for whom drop out was assessed,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_any_n,Number of participants for whom drop out was assessed,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_ae_e,Number of participants who dropped out of study due to adverse events,GMHO:0000072,number of participant drop-out due to adverse events,Number of participant drop-out from the intervention as a result the participants experiencing some adverse event.,number of participant drop-out from intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_ae_n,Number of participants for whom drop out due to adverse events was assessed,GMHO:0000072,number of participant drop-out due to adverse events,Number of participant drop-out from the intervention as a result the participants experiencing some adverse event.,number of participant drop-out from intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_ae_n,Number of participants for whom drop out due to adverse events was assessed,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dropout_ae_n,Number of participants for whom drop out due to adverse events was assessed,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,death_e,Number of participant deaths,GMHO:0000060,death following an intervention,A serious adverse event following an intervention that has an outcome of death.,serious adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,death_e,Number of participant deaths,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,death_e,Number of participant deaths,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,death_n,Number of participants for whom deaths were assessed,GMHO:0000060,death following an intervention,A serious adverse event following an intervention that has an outcome of death.,serious adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,death_n,Number of participants for whom deaths were assessed,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,death_n,Number of participants for whom deaths were assessed,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,serious_e,Number of participants with serious adverse events following intervention,GMHO:0000081,serious adverse event following an intervention,"An adverse event following an intervention that results in death, a life-threatening event, a persistent or significant disability or a birth defect or requires hospitalisation or extends hospitalisation.",adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,serious_e,Number of participants with serious adverse events following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,serious_e,Number of participants with serious adverse events following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,serious_n,Number of participants for whom serious adverse events were assessed,GMHO:0000081,serious adverse event following an intervention,"An adverse event following an intervention that results in death, a life-threatening event, a persistent or significant disability or a birth defect or requires hospitalisation or extends hospitalisation.",adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,serious_n,Number of participants for whom serious adverse events were assessed,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,serious_n,Number of participants for whom serious adverse events were assessed,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,D1,Doman 1 risk of bias score (RoB2),GMHO:0000215,allocation risk of bias,An intervention evaluation study risk of bias or error associated with the allocation sequence generated and applied in a study.,intervention evaluation study risk of bias or error,Research methods,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,D2,Doman 2 risk of bias score (RoB2),GMHO:0000217,risk of bias associated with intervention,An intervention evaluation study risk of bias or error associated with the delivery of the  intervention.,intervention evaluation study risk of bias or error,Research methods,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,D3,Doman 3 risk of bias score (RoB2),GMHO:0000219,risk of bias associated with missing outcome data,An intervention evaluation study risk of bias or error associated with missing outcome data in a study.,intervention evaluation study risk of bias or error,Research methods,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,D4,Doman 4 risk of bias score (RoB2),GMHO:0000218,risk of bias associated with measurement of outcome data,An intervention evaluation study risk of bias or error associated with how outcome data was measured in a study.,intervention evaluation study risk of bias or error,Research methods,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,D5,Doman 5 risk of bias score (RoB2),GMHO:0000220,risk of bias associated with selective outcome reporting,An intervention evaluation study risk of bias or error associated with selective reporting of outcomes in the study report.,intervention evaluation study risk of bias or error,Research methods,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,Overall,Overall risk of bias score (RoB2),GMHO:0000216,intervention evaluation study risk of bias or error,An information content entity that is about the likelihood of the intervention evaluation finding misrepresenting the intervention outcome.,information content entity,Research methods,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_scale_name,Scale for symptoms related to psychotic disorder diagnosis,GMHO:0000228,psychotic disorder symptom severity scale,A measurement scale that is used to measure psychotic disorder symptom severity.,measurement scale,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_n,Number of participants with followup measurements for symptoms related to psychotic disorder diagnosis,GMHO:0000079,psychotic disorder symptom severity,Symptom severity that is associated with a psychotic disorder symptom.,symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_n,Number of participants with followup measurements for symptoms related to psychotic disorder diagnosis,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_n,Number of participants with followup measurements for symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_baseline,Mean baseline severity of symptoms related to psychotic disorder diagnosis,GMHO:0000079,psychotic disorder symptom severity,Symptom severity that is associated with a psychotic disorder symptom.,symptom severity,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_baseline,Mean baseline severity of symptoms related to psychotic disorder diagnosis,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_baseline,Mean baseline severity of symptoms related to psychotic disorder diagnosis,GMHO:0000209,measurement datum at baseline,Measurement datum that was recorded as baseline data in a study.,measurement datum,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_mean,Mean followup severity of symptoms related to psychotic disorder diagnosis,GMHO:0000079,psychotic disorder symptom severity,Symptom severity that is associated with a psychotic disorder symptom.,symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_mean,Mean followup severity of symptoms related to psychotic disorder diagnosis,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_mean,Mean followup severity of symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_sd,Standard deviation of followup severity of symptoms related to psychotic disorder diagnosis,GMHO:0000079,psychotic disorder symptom severity,Symptom severity that is associated with a psychotic disorder symptom.,symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_sd,Standard deviation of followup severity of symptoms related to psychotic disorder diagnosis,OBCS:0000077,standard deviation,A quantitative confidence value that measures the variability of data around the mean.,quantitative confidence value,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_sd,Standard deviation of followup severity of symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_change_endpoint,Information available about changes in severity of symptoms related to psychotic disorder diagnosis,GMHO:0000203,information on available followup data,An information content entity about the followup data available for a study.,information content entity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,overall_change_endpoint,Information available about changes in severity of symptoms related to psychotic disorder diagnosis,GMHO:0000079,psychotic disorder symptom severity,Symptom severity that is associated with a psychotic disorder symptom.,symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_scale_name,Scale for positive symptoms related to psychotic disorder diagnosis,GMHO:0000226,positive psychotic disorder symptom severity scale,A psychotic disorder symptom severity scale that that is associated with positive psychotic disorder symptoms.,psychotic disorder symptom severity scale,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_n,Number of participants with followup measurements for positive symptoms related to psychotic disorder diagnosis,GMHO:0000078,positive psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with positive psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_n,Number of participants with followup measurements for positive symptoms related to psychotic disorder diagnosis,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_n,Number of participants with followup measurements for positive symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_baseline,Mean baseline severity of positive symptoms related to psychotic disorder diagnosis,GMHO:0000078,positive psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with positive psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_baseline,Mean baseline severity of positive symptoms related to psychotic disorder diagnosis,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_baseline,Mean baseline severity of positive symptoms related to psychotic disorder diagnosis,GMHO:0000209,measurement datum at baseline,Measurement datum that was recorded as baseline data in a study.,measurement datum,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_mean,Mean followup severity of positive symptoms related to psychotic disorder diagnosis,GMHO:0000078,positive psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with positive psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_mean,Mean followup severity of positive symptoms related to psychotic disorder diagnosis,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_mean,Mean followup severity of positive symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_sd,Standard deviation of followup positive severity of symptoms related to psychotic disorder diagnosis,GMHO:0000078,positive psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with positive psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_sd,Standard deviation of followup positive severity of symptoms related to psychotic disorder diagnosis,OBCS:0000077,standard deviation,A quantitative confidence value that measures the variability of data around the mean.,quantitative confidence value,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_sd,Standard deviation of followup positive severity of symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_change_endpoint,Information available about changes in severity of positive symptoms related to psychotic disorder diagnosis,GMHO:0000203,information on available followup data,An information content entity about the followup data available for a study.,information content entity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,positive_change_endpoint,Information available about changes in severity of positive symptoms related to psychotic disorder diagnosis,GMHO:0000078,positive psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with positive psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_scale_name,Scale for negative symptoms related to psychotic disorder diagnosis,GMHO:0000225,negative psychotic disorder symptom severity scale,A psychotic disorder symptom severity scale that is associated with negative psychotic disorder symptoms.,psychotic disorder symptom severity scale,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_n,Number of participants with followup measurements for negative symptoms related to psychotic disorder diagnosis,GMHO:0000070,negative psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with negative psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_n,Number of participants with followup measurements for negative symptoms related to psychotic disorder diagnosis,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_n,Number of participants with followup measurements for negative symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_baseline,Mean baseline severity of negative symptoms related to psychotic disorder diagnosis,GMHO:0000070,negative psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with negative psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_baseline,Mean baseline severity of negative symptoms related to psychotic disorder diagnosis,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_baseline,Mean baseline severity of negative symptoms related to psychotic disorder diagnosis,GMHO:0000209,measurement datum at baseline,Measurement datum that was recorded as baseline data in a study.,measurement datum,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_mean,Mean followup severity of negative symptoms related to psychotic disorder diagnosis,GMHO:0000070,negative psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with negative psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_mean,Mean followup severity of negative symptoms related to psychotic disorder diagnosis,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_mean,Mean followup severity of negative symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_sd,Standard deviation of followup negative severity of symptoms related to psychotic disorder diagnosis,GMHO:0000070,negative psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with negative psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_sd,Standard deviation of followup negative severity of symptoms related to psychotic disorder diagnosis,OBCS:0000077,standard deviation,A quantitative confidence value that measures the variability of data around the mean.,quantitative confidence value,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_sd,Standard deviation of followup negative severity of symptoms related to psychotic disorder diagnosis,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_change_endpoint,Information available about changes in severity of negative symptoms related to psychotic disorder diagnosis,GMHO:0000203,information on available followup data,An information content entity about the followup data available for a study.,information content entity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,negative_change_endpoint,Information available about changes in severity of negative symptoms related to psychotic disorder diagnosis,GMHO:0000070,negative psychotic disorder symptom severity,Psychotic disorder symptom severity that is associated with negative psychotic disorder symptoms.,psychotic disorder symptom severity,Intervention outcomes and spillover effects,,,
